"Prediction","Reference","Freq"
"0.435","0.385",9
"0.44","0.385",6
"0.445","0.385",0
"0.45","0.385",3
"0.455","0.385",3
"0.46","0.385",2
"0.465","0.385",0
"0.47","0.385",1
"0.475","0.385",0
"0.48","0.385",1
"0.485","0.385",0
"0.49","0.385",1
"0.495","0.385",0
"0.5","0.385",0
"0.505","0.385",0
"0.51","0.385",0
"0.515","0.385",0
"0.52","0.385",0
"0.525","0.385",0
"0.53","0.385",0
"0.535","0.385",0
"0.54","0.385",0
"0.545","0.385",0
"0.55","0.385",0
"0.555","0.385",0
"0.56","0.385",0
"0.565","0.385",0
"0.57","0.385",0
"0.575","0.385",0
"0.58","0.385",0
"0.585","0.385",0
"0.59","0.385",0
"0.595","0.385",0
"0.6","0.385",0
"0.605","0.385",0
"0.61","0.385",0
"0.615","0.385",0
"0.62","0.385",0
"0.625","0.385",0
"0.63","0.385",0
"0.635","0.385",0
"0.64","0.385",0
"0.645","0.385",0
"0.65","0.385",0
"0.655","0.385",0
"0.66","0.385",0
"0.665","0.385",0
"0.67","0.385",0
"0.675","0.385",0
"0.68","0.385",0
"0.685","0.385",0
"0.69","0.385",0
"0.695","0.385",0
"0.7","0.385",0
"0.705","0.385",0
"0.71","0.385",0
"0.715","0.385",0
"0.725","0.385",0
"0.285","0.39",0
"0.315","0.39",0
"0.32","0.39",0
"0.325","0.39",0
"0.33","0.39",0
"0.335","0.39",0
"0.34","0.39",0
"0.345","0.39",0
"0.35","0.39",0
"0.355","0.39",0
"0.36","0.39",0
"0.365","0.39",0
"0.37","0.39",0
"0.375","0.39",0
"0.38","0.39",0
"0.385","0.39",0
"0.39","0.39",0
"0.395","0.39",0
"0.4","0.39",1
"0.405","0.39",0
"0.41","0.39",0
"0.415","0.39",0
"0.42","0.39",1
"0.425","0.39",5
"0.43","0.39",1
"0.435","0.39",1
"0.44","0.39",5
"0.445","0.39",6
"0.45","0.39",9
"0.455","0.39",8
"0.46","0.39",3
"0.465","0.39",2
"0.47","0.39",3
"0.475","0.39",0
"0.48","0.39",0
"0.485","0.39",0
"0.49","0.39",0
"0.495","0.39",0
"0.5","0.39",0
"0.505","0.39",0
"0.51","0.39",0
"0.515","0.39",0
"0.52","0.39",0
"0.525","0.39",0
"0.53","0.39",0
"0.535","0.39",0
"0.54","0.39",0
"0.545","0.39",0
"0.55","0.39",0
"0.555","0.39",0
"0.56","0.39",0
"0.565","0.39",0
"0.57","0.39",0
"0.575","0.39",0
"0.58","0.39",0
"0.585","0.39",0
"0.59","0.39",0
"0.595","0.39",0
"0.6","0.39",0
"0.605","0.39",0
"0.61","0.39",0
"0.615","0.39",0
"0.62","0.39",0
"0.625","0.39",0
"0.63","0.39",0
"0.635","0.39",0
"0.64","0.39",0
"0.645","0.39",0
"0.65","0.39",0
"0.655","0.39",0
"0.66","0.39",0
"0.665","0.39",0
"0.67","0.39",0
"0.675","0.39",0
"0.68","0.39",0
"0.685","0.39",0
"0.69","0.39",0
"0.695","0.39",0
"0.7","0.39",0
"0.705","0.39",0
"0.71","0.39",0
"0.715","0.39",0
"0.725","0.39",0
"0.285","0.395",0
"0.315","0.395",0
"0.32","0.395",0
"0.325","0.395",0
"0.33","0.395",0
"0.335","0.395",0
"0.34","0.395",0
"0.345","0.395",0
"0.35","0.395",0
"0.355","0.395",0
"0.36","0.395",0
"0.365","0.395",0
"0.37","0.395",0
"0.375","0.395",0
"0.38","0.395",0
"0.385","0.395",0
"0.39","0.395",0
"0.395","0.395",0
"0.4","0.395",0
"0.405","0.395",2
"0.41","0.395",0
"0.415","0.395",1
"0.42","0.395",3
"0.425","0.395",2
"0.43","0.395",0
"0.435","0.395",8
"0.44","0.395",9
"0.445","0.395",4
"0.45","0.395",7
"0.455","0.395",8
"0.46","0.395",8
"0.465","0.395",2
"0.47","0.395",1
"0.475","0.395",2
"0.48","0.395",2
"0.485","0.395",1
"0.49","0.395",0
"0.495","0.395",0
"0.5","0.395",0
"0.505","0.395",0
"0.51","0.395",0
"0.515","0.395",0
"0.52","0.395",0
"0.525","0.395",0
"0.53","0.395",0
"0.535","0.395",0
"0.54","0.395",0
"0.545","0.395",0
"0.55","0.395",0
"0.555","0.395",0
"0.56","0.395",0
"0.565","0.395",0
"0.57","0.395",0
"0.575","0.395",0
"0.58","0.395",0
"0.585","0.395",0
"0.59","0.395",0
"0.595","0.395",0
"0.6","0.395",0
"0.605","0.395",0
"0.61","0.395",0
"0.615","0.395",0
"0.62","0.395",0
"0.625","0.395",0
"0.63","0.395",0
"0.635","0.395",0
"0.64","0.395",0
"0.645","0.395",0
"0.65","0.395",0
"0.655","0.395",0
"0.66","0.395",0
"0.665","0.395",0
"0.67","0.395",0
"0.675","0.395",0
"0.68","0.395",0
"0.685","0.395",0
"0.69","0.395",0
"0.695","0.395",0
"0.7","0.395",0
"0.705","0.395",0
"0.71","0.395",0
"0.715","0.395",0
"0.725","0.395",0
"0.285","0.4",0
"0.315","0.4",0
"0.32","0.4",0
"0.325","0.4",0
"0.33","0.4",0
"0.335","0.4",0
"0.34","0.4",0
"0.345","0.4",0
"0.35","0.4",0
"0.355","0.4",0
"0.36","0.4",0
"0.365","0.4",0
"0.37","0.4",0
"0.375","0.4",0
"0.38","0.4",0
"0.385","0.4",0
"0.39","0.4",0
"0.395","0.4",0
"0.4","0.4",0
"0.405","0.4",0
"0.41","0.4",0
"0.415","0.4",2
"0.42","0.4",5
"0.425","0.4",1
"0.43","0.4",5
"0.435","0.4",8
"0.44","0.4",8
"0.445","0.4",7
"0.45","0.4",16
"0.455","0.4",8
"0.46","0.4",6
"0.465","0.4",9
"0.47","0.4",1
"0.475","0.4",1
"0.48","0.4",1
"0.485","0.4",1
"0.49","0.4",2
"0.495","0.4",0
"0.5","0.4",0
"0.505","0.4",0
"0.51","0.4",0
"0.515","0.4",0
"0.52","0.4",0
"0.525","0.4",0
"0.53","0.4",0
"0.535","0.4",0
"0.54","0.4",0
"0.545","0.4",0
"0.55","0.4",0
"0.555","0.4",0
"0.56","0.4",0
"0.565","0.4",0
"0.57","0.4",0
"0.575","0.4",0
"0.58","0.4",0
"0.585","0.4",0
"0.59","0.4",0
"0.595","0.4",0
"0.6","0.4",0
"0.605","0.4",0
"0.61","0.4",0
"0.615","0.4",0
"0.62","0.4",0
"0.625","0.4",0
"0.63","0.4",0
"0.635","0.4",0
"0.64","0.4",0
"0.645","0.4",0
"0.65","0.4",0
"0.655","0.4",0
"0.66","0.4",0
"0.665","0.4",0
"0.67","0.4",0
"0.675","0.4",0
"0.68","0.4",0
"0.685","0.4",0
"0.69","0.4",0
"0.695","0.4",0
"0.7","0.4",0
"0.705","0.4",0
"0.71","0.4",0
"0.715","0.4",0
"0.725","0.4",0
"0.285","0.405",0
"0.315","0.405",0
"0.32","0.405",0
"0.325","0.405",0
"0.33","0.405",0
"0.335","0.405",0
"0.34","0.405",0
"0.345","0.405",0
"0.35","0.405",0
"0.355","0.405",0
"0.36","0.405",0
"0.365","0.405",0
"0.37","0.405",0
"0.375","0.405",0
"0.38","0.405",0
"0.385","0.405",0
"0.39","0.405",0
"0.395","0.405",0
"0.4","0.405",0
"0.405","0.405",0
"0.41","0.405",0
"0.415","0.405",2
"0.42","0.405",3
"0.425","0.405",4
"0.43","0.405",5
"0.435","0.405",13
"0.44","0.405",14
"0.445","0.405",4
"0.45","0.405",14
"0.455","0.405",10
"0.46","0.405",12
"0.465","0.405",8
"0.47","0.405",12
"0.475","0.405",3
"0.48","0.405",0
"0.485","0.405",3
"0.49","0.405",0
"0.495","0.405",1
"0.5","0.405",0
"0.505","0.405",0
"0.51","0.405",0
"0.515","0.405",0
"0.52","0.405",0
"0.525","0.405",0
"0.53","0.405",0
"0.535","0.405",0
"0.54","0.405",0
"0.545","0.405",0
"0.55","0.405",0
"0.555","0.405",0
"0.56","0.405",0
"0.565","0.405",0
"0.57","0.405",0
"0.575","0.405",0
"0.58","0.405",0
"0.585","0.405",0
"0.59","0.405",0
"0.595","0.405",0
"0.6","0.405",0
"0.605","0.405",0
"0.61","0.405",0
"0.615","0.405",0
"0.62","0.405",0
"0.625","0.405",0
"0.63","0.405",0
"0.635","0.405",0
"0.64","0.405",0
"0.645","0.405",0
"0.65","0.405",0
"0.655","0.405",0
"0.66","0.405",0
"0.665","0.405",0
"0.67","0.405",0
"0.675","0.405",0
"0.68","0.405",0
"0.685","0.405",0
"0.69","0.405",0
"0.695","0.405",0
"0.7","0.405",0
"0.705","0.405",0
"0.71","0.405",0
"0.715","0.405",0
"0.725","0.405",0
"0.285","0.41",0
"0.315","0.41",0
"0.32","0.41",0
"0.325","0.41",0
"0.33","0.41",0
"0.335","0.41",0
"0.34","0.41",0
"0.345","0.41",0
"0.35","0.41",0
"0.355","0.41",0
"0.36","0.41",0
"0.365","0.41",0
"0.37","0.41",0
"0.375","0.41",0
"0.38","0.41",0
"0.385","0.41",0
"0.39","0.41",0
"0.395","0.41",0
"0.4","0.41",0
"0.405","0.41",0
"0.41","0.41",2
"0.415","0.41",3
"0.42","0.41",0
"0.425","0.41",6
"0.43","0.41",3
"0.435","0.41",9
"0.44","0.41",10
"0.445","0.41",8
"0.45","0.41",16
"0.455","0.41",10
"0.46","0.41",16
"0.465","0.41",11
"0.47","0.41",11
"0.475","0.41",15
"0.48","0.41",2
"0.485","0.41",2
"0.49","0.41",1
"0.495","0.41",1
"0.5","0.41",1
"0.505","0.41",0
"0.51","0.41",0
"0.515","0.41",0
"0.52","0.41",0
"0.525","0.41",0
"0.53","0.41",0
"0.535","0.41",0
"0.54","0.41",0
"0.545","0.41",0
"0.55","0.41",0
"0.555","0.41",0
"0.56","0.41",0
"0.565","0.41",0
"0.57","0.41",0
"0.575","0.41",0
"0.58","0.41",0
"0.585","0.41",0
"0.59","0.41",0
"0.595","0.41",0
"0.6","0.41",0
"0.605","0.41",0
"0.61","0.41",0
"0.615","0.41",0
"0.62","0.41",0
"0.625","0.41",0
"0.63","0.41",0
"0.635","0.41",0
"0.64","0.41",0
"0.645","0.41",0
"0.65","0.41",0
"0.655","0.41",0
"0.66","0.41",0
"0.665","0.41",0
"0.67","0.41",0
"0.675","0.41",0
"0.68","0.41",0
"0.685","0.41",0
"0.69","0.41",0
"0.695","0.41",0
"0.7","0.41",0
"0.705","0.41",0
"0.71","0.41",0
"0.715","0.41",0
"0.725","0.41",0
"0.285","0.415",0
"0.315","0.415",0
"0.32","0.415",0
"0.325","0.415",0
"0.33","0.415",0
"0.335","0.415",0
"0.34","0.415",0
"0.345","0.415",0
"0.35","0.415",0
"0.355","0.415",0
"0.36","0.415",0
"0.365","0.415",0
"0.37","0.415",0
"0.375","0.415",0
"0.38","0.415",0
"0.385","0.415",0
"0.39","0.415",0
"0.395","0.415",0
"0.4","0.415",0
"0.405","0.415",0
"0.41","0.415",0
"0.415","0.415",0
"0.42","0.415",1
"0.425","0.415",3
"0.43","0.415",5
"0.435","0.415",9
"0.44","0.415",12
"0.445","0.415",8
"0.45","0.415",17
"0.455","0.415",19
"0.46","0.415",11
"0.465","0.415",9
"0.47","0.415",13
"0.475","0.415",17
"0.48","0.415",11
"0.485","0.415",5
"0.49","0.415",0
"0.495","0.415",0
"0.5","0.415",1
"0.505","0.415",0
"0.51","0.415",0
"0.515","0.415",0
"0.52","0.415",0
"0.525","0.415",0
"0.53","0.415",0
"0.535","0.415",0
"0.54","0.415",0
"0.545","0.415",0
"0.55","0.415",0
"0.555","0.415",0
"0.56","0.415",0
"0.565","0.415",0
"0.57","0.415",0
"0.575","0.415",0
"0.58","0.415",0
"0.585","0.415",0
"0.59","0.415",0
"0.595","0.415",0
"0.6","0.415",0
"0.605","0.415",0
"0.61","0.415",0
"0.615","0.415",0
"0.62","0.415",0
"0.625","0.415",0
"0.63","0.415",0
"0.635","0.415",0
"0.64","0.415",0
"0.645","0.415",0
"0.65","0.415",0
"0.655","0.415",0
"0.66","0.415",0
"0.665","0.415",0
"0.67","0.415",0
"0.675","0.415",0
"0.68","0.415",0
"0.685","0.415",0
"0.69","0.415",0
"0.695","0.415",0
"0.7","0.415",0
"0.705","0.415",0
"0.71","0.415",0
"0.715","0.415",0
"0.725","0.415",0
"0.285","0.42",0
"0.315","0.42",0
"0.32","0.42",0
"0.325","0.42",0
"0.33","0.42",0
"0.335","0.42",0
"0.34","0.42",0
"0.345","0.42",0
"0.35","0.42",0
"0.355","0.42",0
"0.36","0.42",0
"0.365","0.42",0
"0.37","0.42",0
"0.375","0.42",0
"0.38","0.42",0
"0.385","0.42",0
"0.39","0.42",0
"0.395","0.42",0
"0.4","0.42",0
"0.405","0.42",0
"0.41","0.42",0
"0.415","0.42",0
"0.42","0.42",3
"0.425","0.42",0
"0.43","0.42",2
"0.435","0.42",7
"0.44","0.42",14
"0.445","0.42",10
"0.45","0.42",20
"0.455","0.42",18
"0.46","0.42",24
"0.465","0.42",10
"0.47","0.42",22
"0.475","0.42",13
"0.48","0.42",14
"0.485","0.42",13
"0.49","0.42",4
"0.495","0.42",0
"0.5","0.42",2
"0.505","0.42",0
"0.51","0.42",0
"0.515","0.42",0
"0.52","0.42",0
"0.525","0.42",0
"0.53","0.42",0
"0.535","0.42",0
"0.54","0.42",0
"0.545","0.42",0
"0.55","0.42",0
"0.555","0.42",0
"0.56","0.42",0
"0.565","0.42",0
"0.57","0.42",0
"0.575","0.42",0
"0.58","0.42",0
"0.585","0.42",0
"0.59","0.42",0
"0.595","0.42",0
"0.6","0.42",0
"0.605","0.42",0
"0.61","0.42",0
"0.615","0.42",0
"0.62","0.42",0
"0.625","0.42",0
"0.63","0.42",0
"0.635","0.42",0
"0.64","0.42",0
"0.645","0.42",0
"0.65","0.42",0
"0.655","0.42",0
"0.66","0.42",0
"0.665","0.42",0
"0.67","0.42",0
"0.675","0.42",0
"0.68","0.42",0
"0.685","0.42",0
"0.69","0.42",0
"0.695","0.42",0
"0.7","0.42",0
"0.705","0.42",0
"0.71","0.42",0
"0.715","0.42",0
"0.725","0.42",0
"0.285","0.425",0
"0.315","0.425",0
"0.32","0.425",0
"0.325","0.425",0
"0.33","0.425",0
"0.335","0.425",0
"0.34","0.425",0
"0.345","0.425",0
"0.35","0.425",0
"0.355","0.425",0
"0.36","0.425",0
"0.365","0.425",0
"0.37","0.425",0
"0.375","0.425",0
"0.38","0.425",0
"0.385","0.425",0
"0.39","0.425",0
"0.395","0.425",0
"0.4","0.425",0
"0.405","0.425",0
"0.41","0.425",0
"0.415","0.425",2
"0.42","0.425",2
"0.425","0.425",3
"0.43","0.425",3
"0.435","0.425",3
"0.44","0.425",15
"0.445","0.425",15
"0.45","0.425",21
"0.455","0.425",25
"0.46","0.425",28
"0.465","0.425",18
"0.47","0.425",14
"0.475","0.425",19
"0.48","0.425",11
"0.485","0.425",5
"0.49","0.425",5
"0.495","0.425",4
"0.5","0.425",0
"0.505","0.425",1
"0.51","0.425",0
"0.515","0.425",0
"0.52","0.425",1
"0.525","0.425",0
"0.53","0.425",0
"0.535","0.425",0
"0.54","0.425",0
"0.545","0.425",0
"0.55","0.425",0
"0.555","0.425",0
"0.56","0.425",0
"0.565","0.425",0
"0.57","0.425",0
"0.575","0.425",0
"0.58","0.425",0
"0.585","0.425",0
"0.59","0.425",0
"0.595","0.425",0
"0.6","0.425",0
"0.605","0.425",0
"0.61","0.425",0
"0.615","0.425",0
"0.62","0.425",0
"0.625","0.425",0
"0.63","0.425",0
"0.635","0.425",0
"0.64","0.425",0
"0.645","0.425",0
"0.65","0.425",0
"0.655","0.425",0
"0.66","0.425",0
"0.665","0.425",0
"0.67","0.425",0
"0.675","0.425",0
"0.68","0.425",0
"0.685","0.425",0
"0.69","0.425",0
"0.695","0.425",0
"0.7","0.425",0
"0.705","0.425",0
"0.71","0.425",0
"0.715","0.425",0
"0.725","0.425",0
"0.285","0.43",0
"0.315","0.43",0
"0.32","0.43",0
"0.325","0.43",0
"0.33","0.43",0
"0.335","0.43",0
"0.34","0.43",0
"0.345","0.43",0
"0.35","0.43",0
"0.355","0.43",0
"0.36","0.43",0
"0.365","0.43",0
"0.37","0.43",0
"0.375","0.43",0
"0.38","0.43",0
"0.385","0.43",0
"0.39","0.43",0
"0.395","0.43",0
"0.4","0.43",0
"0.405","0.43",0
"0.41","0.43",0
"0.415","0.43",0
"0.42","0.43",0
"0.425","0.43",5
"0.43","0.43",6
"0.435","0.43",10
"0.44","0.43",9
"0.445","0.43",4
"0.45","0.43",29
"0.455","0.43",22
"0.46","0.43",27
"0.465","0.43",12
"0.47","0.43",30
"0.475","0.43",20
"0.48","0.43",18
"0.485","0.43",11
"0.49","0.43",9
"0.495","0.43",4
"0.5","0.43",2
"0.505","0.43",1
"0.51","0.43",0
"0.515","0.43",0
"0.52","0.43",0
"0.525","0.43",0
"0.53","0.43",0
"0.535","0.43",0
"0.54","0.43",0
"0.545","0.43",0
"0.55","0.43",0
"0.555","0.43",0
"0.56","0.43",0
"0.565","0.43",0
"0.57","0.43",0
"0.575","0.43",0
"0.58","0.43",0
"0.585","0.43",0
"0.59","0.43",0
"0.595","0.43",0
"0.6","0.43",0
"0.605","0.43",0
"0.61","0.43",0
"0.615","0.43",0
"0.62","0.43",0
"0.625","0.43",0
"0.63","0.43",0
"0.635","0.43",0
"0.64","0.43",0
"0.645","0.43",0
"0.65","0.43",0
"0.655","0.43",0
"0.66","0.43",0
"0.665","0.43",0
"0.67","0.43",0
"0.675","0.43",0
"0.68","0.43",0
"0.685","0.43",0
"0.69","0.43",0
"0.695","0.43",0
"0.7","0.43",0
"0.705","0.43",0
"0.71","0.43",0
"0.715","0.43",0
"0.725","0.43",0
"0.285","0.435",0
"0.315","0.435",0
"0.32","0.435",0
"0.325","0.435",0
"0.33","0.435",0
"0.335","0.435",0
"0.34","0.435",0
"0.345","0.435",0
"0.35","0.435",0
"0.355","0.435",0
"0.36","0.435",0
"0.365","0.435",0
"0.37","0.435",0
"0.375","0.435",0
"0.38","0.435",0
"0.385","0.435",0
"0.39","0.435",0
"0.395","0.435",0
"0.4","0.435",0
"0.405","0.435",0
"0.41","0.435",0
"0.415","0.435",0
"0.42","0.435",2
"0.425","0.435",1
"0.43","0.435",3
"0.435","0.435",9
"0.44","0.435",11
"0.445","0.435",13
"0.45","0.435",21
"0.455","0.435",27
"0.46","0.435",23
"0.465","0.435",37
"0.47","0.435",40
"0.475","0.435",29
"0.48","0.435",16
"0.485","0.435",4
"0.49","0.435",9
"0.495","0.435",5
"0.5","0.435",11
"0.505","0.435",3
"0.51","0.435",2
"0.515","0.435",3
"0.52","0.435",0
"0.525","0.435",0
"0.53","0.435",0
"0.535","0.435",0
"0.54","0.435",0
"0.545","0.435",0
"0.55","0.435",0
"0.555","0.435",0
"0.56","0.435",0
"0.565","0.435",0
"0.57","0.435",0
"0.575","0.435",0
"0.58","0.435",0
"0.585","0.435",0
"0.59","0.435",0
"0.595","0.435",0
"0.6","0.435",0
"0.605","0.435",0
"0.61","0.435",0
"0.615","0.435",0
"0.62","0.435",0
"0.625","0.435",0
"0.63","0.435",0
"0.635","0.435",0
"0.64","0.435",0
"0.645","0.435",0
"0.65","0.435",0
"0.655","0.435",0
"0.66","0.435",0
"0.665","0.435",0
"0.67","0.435",0
"0.675","0.435",0
"0.68","0.435",0
"0.685","0.435",0
"0.69","0.435",0
"0.695","0.435",0
"0.7","0.435",0
"0.705","0.435",0
"0.71","0.435",0
"0.715","0.435",0
"0.725","0.435",0
"0.285","0.44",0
"0.315","0.44",0
"0.32","0.44",0
"0.325","0.44",0
"0.33","0.44",0
"0.335","0.44",0
"0.34","0.44",0
"0.345","0.44",0
"0.35","0.44",0
"0.355","0.44",0
"0.36","0.44",0
"0.365","0.44",0
"0.37","0.44",0
"0.375","0.44",0
"0.38","0.44",0
"0.385","0.44",0
"0.39","0.44",0
"0.395","0.44",0
"0.4","0.44",0
"0.405","0.44",0
"0.41","0.44",0
"0.415","0.44",1
"0.42","0.44",2
"0.425","0.44",1
"0.43","0.44",6
"0.435","0.44",6
"0.44","0.44",6
"0.445","0.44",11
"0.45","0.44",18
"0.455","0.44",38
"0.46","0.44",34
"0.465","0.44",19
"0.47","0.44",39
"0.475","0.44",39
"0.48","0.44",19
"0.485","0.44",20
"0.49","0.44",19
"0.495","0.44",10
"0.5","0.44",6
"0.505","0.44",2
"0.51","0.44",2
"0.515","0.44",0
"0.52","0.44",0
"0.525","0.44",0
"0.53","0.44",0
"0.535","0.44",0
"0.54","0.44",0
"0.545","0.44",0
"0.55","0.44",0
"0.555","0.44",0
"0.56","0.44",0
"0.565","0.44",0
"0.57","0.44",0
"0.575","0.44",0
"0.58","0.44",0
"0.585","0.44",0
"0.59","0.44",0
"0.595","0.44",0
"0.6","0.44",0
"0.605","0.44",0
"0.61","0.44",0
"0.615","0.44",0
"0.62","0.44",0
"0.625","0.44",0
"0.63","0.44",0
"0.635","0.44",0
"0.64","0.44",0
"0.645","0.44",0
"0.65","0.44",0
"0.655","0.44",0
"0.66","0.44",0
"0.665","0.44",0
"0.67","0.44",0
"0.675","0.44",0
"0.68","0.44",0
"0.685","0.44",0
"0.69","0.44",0
"0.695","0.44",0
"0.7","0.44",0
"0.705","0.44",0
"0.71","0.44",0
"0.715","0.44",0
"0.725","0.44",0
"0.285","0.445",0
"0.315","0.445",0
"0.32","0.445",0
"0.325","0.445",0
"0.33","0.445",0
"0.335","0.445",0
"0.34","0.445",0
"0.345","0.445",0
"0.35","0.445",0
"0.355","0.445",0
"0.36","0.445",0
"0.365","0.445",0
"0.37","0.445",0
"0.375","0.445",0
"0.38","0.445",0
"0.385","0.445",0
"0.39","0.445",0
"0.395","0.445",0
"0.4","0.445",0
"0.405","0.445",0
"0.41","0.445",1
"0.415","0.445",0
"0.42","0.445",0
"0.425","0.445",2
"0.43","0.445",3
"0.435","0.445",6
"0.44","0.445",9
"0.445","0.445",7
"0.45","0.445",26
"0.455","0.445",26
"0.46","0.445",26
"0.465","0.445",33
"0.47","0.445",41
"0.475","0.445",40
"0.48","0.445",29
"0.485","0.445",27
"0.49","0.445",18
"0.495","0.445",12
"0.5","0.445",12
"0.505","0.445",4
"0.51","0.445",1
"0.515","0.445",3
"0.52","0.445",0
"0.525","0.445",0
"0.53","0.445",0
"0.535","0.445",0
"0.54","0.445",0
"0.545","0.445",0
"0.55","0.445",0
"0.555","0.445",0
"0.56","0.445",0
"0.565","0.445",0
"0.57","0.445",0
"0.575","0.445",0
"0.58","0.445",0
"0.585","0.445",0
"0.59","0.445",0
"0.595","0.445",0
"0.6","0.445",0
"0.605","0.445",0
"0.61","0.445",0
"0.615","0.445",0
"0.62","0.445",0
"0.625","0.445",0
"0.63","0.445",0
"0.635","0.445",0
"0.64","0.445",0
"0.645","0.445",0
"0.65","0.445",0
"0.655","0.445",0
"0.66","0.445",0
"0.665","0.445",0
"0.67","0.445",0
"0.675","0.445",0
"0.68","0.445",0
"0.685","0.445",0
"0.69","0.445",0
"0.695","0.445",0
"0.7","0.445",0
"0.705","0.445",0
"0.71","0.445",0
"0.715","0.445",0
"0.725","0.445",0
"0.285","0.45",0
"0.315","0.45",0
"0.32","0.45",0
"0.325","0.45",0
"0.33","0.45",0
"0.335","0.45",0
"0.34","0.45",0
"0.345","0.45",0
"0.35","0.45",0
"0.355","0.45",0
"0.36","0.45",0
"0.365","0.45",0
"0.37","0.45",0
"0.375","0.45",0
"0.38","0.45",0
"0.385","0.45",0
"0.39","0.45",0
"0.395","0.45",0
"0.4","0.45",0
"0.405","0.45",0
"0.41","0.45",0
"0.415","0.45",0
"0.42","0.45",1
"0.425","0.45",1
"0.43","0.45",2
"0.435","0.45",4
"0.44","0.45",3
"0.445","0.45",15
"0.45","0.45",23
"0.455","0.45",26
"0.46","0.45",26
"0.465","0.45",43
"0.47","0.45",43
"0.475","0.45",51
"0.48","0.45",39
"0.485","0.45",34
"0.49","0.45",28
"0.495","0.45",16
"0.5","0.45",13
"0.505","0.45",7
"0.51","0.45",2
"0.515","0.45",2
"0.52","0.45",1
"0.525","0.45",0
"0.53","0.45",0
"0.535","0.45",0
"0.54","0.45",1
"0.545","0.45",0
"0.55","0.45",0
"0.555","0.45",0
"0.56","0.45",0
"0.565","0.45",0
"0.57","0.45",0
"0.575","0.45",0
"0.58","0.45",0
"0.585","0.45",0
"0.59","0.45",0
"0.595","0.45",0
"0.6","0.45",0
"0.605","0.45",0
"0.61","0.45",0
"0.615","0.45",0
"0.62","0.45",0
"0.625","0.45",0
"0.63","0.45",0
"0.635","0.45",0
"0.64","0.45",0
"0.645","0.45",0
"0.65","0.45",0
"0.655","0.45",0
"0.66","0.45",0
"0.665","0.45",0
"0.67","0.45",0
"0.675","0.45",0
"0.68","0.45",0
"0.685","0.45",0
"0.69","0.45",0
"0.695","0.45",0
"0.7","0.45",0
"0.705","0.45",0
"0.71","0.45",0
"0.715","0.45",0
"0.725","0.45",0
"0.285","0.455",0
"0.315","0.455",0
"0.32","0.455",0
"0.325","0.455",0
"0.33","0.455",0
"0.335","0.455",0
"0.34","0.455",0
"0.345","0.455",0
"0.35","0.455",0
"0.355","0.455",0
"0.36","0.455",0
"0.365","0.455",0
"0.37","0.455",0
"0.375","0.455",0
"0.38","0.455",0
"0.385","0.455",0
"0.39","0.455",0
"0.395","0.455",0
"0.4","0.455",0
"0.405","0.455",0
"0.41","0.455",0
"0.415","0.455",0
"0.42","0.455",0
"0.425","0.455",1
"0.43","0.455",2
"0.435","0.455",9
"0.44","0.455",7
"0.445","0.455",11
"0.45","0.455",25
"0.455","0.455",26
"0.46","0.455",41
"0.465","0.455",26
"0.47","0.455",40
"0.475","0.455",45
"0.48","0.455",52
"0.485","0.455",32
"0.49","0.455",31
"0.495","0.455",27
"0.5","0.455",21
"0.505","0.455",10
"0.51","0.455",4
"0.515","0.455",6
"0.52","0.455",0
"0.525","0.455",2
"0.53","0.455",1
"0.535","0.455",1
"0.54","0.455",0
"0.545","0.455",0
"0.55","0.455",0
"0.555","0.455",0
"0.56","0.455",0
"0.565","0.455",0
"0.57","0.455",0
"0.575","0.455",0
"0.58","0.455",0
"0.585","0.455",0
"0.59","0.455",0
"0.595","0.455",0
"0.6","0.455",0
"0.605","0.455",0
"0.61","0.455",0
"0.615","0.455",0
"0.62","0.455",0
"0.625","0.455",0
"0.63","0.455",0
"0.635","0.455",0
"0.64","0.455",0
"0.645","0.455",0
"0.65","0.455",0
"0.655","0.455",0
"0.66","0.455",0
"0.665","0.455",0
"0.67","0.455",0
"0.675","0.455",0
"0.68","0.455",0
"0.685","0.455",0
"0.69","0.455",0
"0.695","0.455",0
"0.7","0.455",0
"0.705","0.455",0
"0.71","0.455",0
"0.715","0.455",0
"0.725","0.455",0
"0.285","0.46",0
"0.315","0.46",0
"0.32","0.46",0
"0.325","0.46",0
"0.33","0.46",0
"0.335","0.46",0
"0.34","0.46",0
"0.345","0.46",0
"0.35","0.46",0
"0.355","0.46",0
"0.36","0.46",0
"0.365","0.46",0
"0.37","0.46",0
"0.375","0.46",0
"0.38","0.46",0
"0.385","0.46",0
"0.39","0.46",0
"0.395","0.46",0
"0.4","0.46",0
"0.405","0.46",0
"0.41","0.46",0
"0.415","0.46",0
"0.42","0.46",0
"0.425","0.46",0
"0.43","0.46",1
"0.435","0.46",2
"0.44","0.46",4
"0.445","0.46",7
"0.45","0.46",17
"0.455","0.46",28
"0.46","0.46",36
"0.465","0.46",39
"0.47","0.46",64
"0.475","0.46",53
"0.48","0.46",44
"0.485","0.46",40
"0.49","0.46",44
"0.495","0.46",36
"0.5","0.46",22
"0.505","0.46",10
"0.51","0.46",5
"0.515","0.46",6
"0.52","0.46",3
"0.525","0.46",1
"0.53","0.46",0
"0.535","0.46",0
"0.54","0.46",0
"0.545","0.46",0
"0.55","0.46",0
"0.555","0.46",0
"0.56","0.46",0
